timestamp,angle_deg,velocity_deg_s,torque_nm
1780073486.545844,179.999934,0.000000,-0.000000
1780073486.555872,179.999934,0.000000,-0.000000
1780073486.566007,179.999934,0.000000,-0.000000
1780073486.583098,179.999934,0.000000,-0.000000
1780073486.593145,179.999934,0.000000,-0.000000
1780073486.603304,179.999934,0.000000,-0.000000
1780073486.628470,179.999934,0.000000,-0.000000
1780073486.638468,179.999934,0.000000,-0.000000
1780073486.648478,179.999934,0.000000,-0.000000
1780073486.658644,179.999934,0.000000,-0.000000
1780073486.675744,179.999934,0.000000,-0.000000
1780073486.685777,179.999934,0.000000,-0.000000
1780073486.695836,179.999934,0.000000,-0.000000
1780073486.706003,179.999934,0.000000,-0.000000
1780073486.722406,179.999934,0.000000,-0.000000
1780073486.732415,179.999934,0.000000,-0.000000
1780073486.742503,179.999934,0.000000,-0.000000
1780073486.752673,179.999934,0.000000,-0.000000
1780073486.768446,179.999934,0.000000,-0.000000
1780073486.778533,179.999934,0.000000,-0.000000
1780073486.788660,179.999934,0.000000,-0.000000
1780073486.813854,179.999934,0.000000,-0.000000
1780073486.823842,179.999934,0.000000,-0.000000
1780073486.834435,179.999934,0.000000,-0.000000
1780073486.844590,179.999934,0.000000,-0.000000
1780073486.860431,179.999934,0.000000,-0.000000
1780073486.870482,179.999934,0.000000,-0.000000
1780073486.880652,179.999934,0.000000,-0.000000
1780073486.905864,179.999934,0.000000,-0.000000
1780073486.915878,179.999934,0.000000,-0.000000
1780073486.926095,179.999934,0.000000,-0.000000
1780073486.936192,179.999934,0.000000,-0.000000
1780073486.955145,179.999934,0.000000,-0.000000
1780073486.965207,179.999934,0.000000,-0.000000
1780073486.975286,179.999934,0.000000,-0.000000
1780073486.985437,179.999934,0.000000,-0.000000
1780073487.002653,179.999934,0.000000,-0.000000
1780073487.012679,179.999934,0.000000,-0.000000
1780073487.022834,179.999934,0.000000,-0.000000
1780073487.048426,179.999934,0.000000,-0.000000
1780073487.058372,179.999934,0.000000,-0.000000
1780073487.068510,179.999934,0.000000,-0.000000
1780073487.078668,179.999934,0.000000,-0.000000
1780073487.094898,179.999934,0.000000,-0.000000
1780073487.104908,179.999934,0.000000,-0.000000
1780073487.114980,179.999934,0.000000,-0.000000
1780073487.125164,179.999934,0.000000,-0.000000
1780073487.142723,179.999934,0.000000,-0.000000
1780073487.152753,179.999934,0.000000,-0.000000
1780073487.162847,179.999934,0.000000,-0.000000
1780073487.173030,179.999934,0.000000,-0.000000
1780073487.189613,179.999934,0.000000,-0.000000
1780073487.199666,179.999934,0.000000,-0.000000
1780073487.209759,179.999934,0.000000,-0.000000
1780073487.235377,179.999934,0.000000,-0.000000
1780073487.245323,179.999934,0.000000,-0.000000
1780073487.256354,179.999934,0.000000,-0.000000
1780073487.266477,179.999934,0.000000,-0.000000
1780073487.282397,179.999934,0.000000,-0.000000
1780073487.292444,179.999934,0.000000,-0.000000
1780073487.303384,179.999934,0.000000,-0.000000
1780073487.313483,179.999934,0.000000,-0.000000
1780073487.332570,179.999934,0.000000,-0.000000
1780073487.342594,179.999934,0.000000,-0.000000
1780073487.352695,179.999934,0.000000,-0.000000
1780073487.362683,179.999934,0.000000,-0.000000
1780073487.380695,179.999934,0.000000,-0.000000
1780073487.390800,179.999934,0.000000,-0.000000
1780073487.400825,179.999934,0.000000,-0.000000
1780073487.425590,179.999934,0.000000,-0.000000
1780073487.435588,179.999934,0.000000,-0.000000
1780073487.445829,179.999934,0.000000,-0.000000
1780073487.455997,179.999934,0.000000,-0.000000
1780073487.471795,179.999934,0.000000,-0.000000
1780073487.481896,179.999934,0.000000,-0.000000
1780073487.492218,179.999934,0.000000,-0.000000
1780073487.517882,179.999934,0.000000,-0.000000
1780073487.527886,179.999934,0.000000,-0.000000
1780073487.538057,179.999934,0.000000,-0.000000
1780073487.548199,179.999934,0.000000,-0.000000
1780073487.564303,179.999934,0.000000,-0.000000
1780073487.574326,179.999934,0.000000,-0.000000
1780073487.584485,179.999934,0.000000,-0.000000
1780073487.594621,179.999934,0.000000,-0.000000
1780073487.610853,179.999934,0.000000,-0.000000
1780073487.620924,179.999934,0.000000,-0.000000
1780073487.631033,179.999934,0.000000,-0.000000
1780073487.657208,179.999934,0.000000,-0.000000
1780073487.667205,179.999934,0.000000,-0.000000
1780073487.677272,179.999934,0.000000,-0.000000
1780073487.687337,179.999934,0.000000,-0.000000
1780073487.705274,179.999934,0.000000,-0.000000
1780073487.715281,179.999934,0.000000,-0.000000
1780073487.725523,179.999934,0.000000,-0.000000
1780073487.751015,179.999934,0.000000,-0.000000
1780073487.761037,179.999934,0.000000,-0.000000
1780073487.774309,179.999934,0.000000,-0.000000
1780073487.784431,179.999934,0.000000,-0.000000
1780073487.802329,179.999934,0.000000,-0.000000
1780073487.812422,179.999934,0.000000,-0.000000
1780073487.822459,179.999934,0.000000,-0.000000
1780073487.832543,179.999934,0.000000,-0.000000
1780073487.852775,179.999934,0.000000,-0.000000
1780073487.862777,179.999934,0.000000,-0.000000
1780073487.872977,179.999934,0.000000,-0.000000
1780073487.883175,179.999934,0.000000,-0.000000
1780073487.899731,179.999934,0.000000,-0.000000
1780073487.909775,179.999934,0.000000,-0.000000
1780073487.919971,179.999934,0.000000,-0.000000
1780073487.930106,179.999934,0.000000,-0.000000
1780073487.946012,179.999934,0.000000,-0.000000
1780073487.956067,179.999934,0.000000,-0.000000
1780073487.966848,179.999934,0.000000,-0.000000
1780073487.992758,179.999934,0.000000,-0.000000
1780073488.002712,179.999934,0.000000,-0.000000
1780073488.013043,179.999934,0.000000,-0.000000
1780073488.023178,179.999934,0.000000,-0.000000
1780073488.039647,179.999934,0.000000,-0.000000
1780073488.049648,179.999934,0.000000,-0.000000
1780073488.059936,179.999934,0.000000,-0.000000
1780073488.084982,179.999934,0.000000,-0.000000
1780073488.095058,179.999934,0.000000,-0.000000
1780073488.105096,179.999934,0.000000,-0.000000
1780073488.115246,179.999934,0.000000,-0.000000
1780073488.131716,179.999934,0.000000,-0.000000
1780073488.141765,179.999934,0.000000,-0.000000
1780073488.151779,179.999934,0.000000,-0.000000
1780073488.177377,179.999934,0.000000,-0.000000
1780073488.187400,179.999934,0.000000,-0.000000
1780073488.197644,179.999934,0.000000,-0.000000
1780073488.207729,179.999934,0.000000,-0.000000
1780073488.223608,179.999934,0.000000,-0.000000
1780073488.233679,179.999934,0.000000,-0.000000
1780073488.243842,179.999934,0.000000,-0.000000
1780073488.253885,179.999934,0.000000,-0.000000
1780073488.273787,179.999934,0.000000,-0.000000
1780073488.283917,179.999934,0.000000,-0.000000
1780073488.294015,179.999934,0.000000,-0.000000
1780073488.304190,179.999934,0.000000,-0.000000
1780073488.320713,179.999934,0.000000,-0.000000
1780073488.330698,179.999934,0.000000,-0.000000
1780073488.340914,179.999934,0.000000,-0.000000
1780073488.366386,179.999934,0.000000,-0.000000
1780073488.376416,179.999934,0.000000,-0.000000
1780073488.386821,179.999934,0.000000,-0.000000
1780073488.412555,179.999934,0.000000,-0.000000
1780073488.422562,179.999934,0.000000,-0.000000
1780073488.432650,179.999934,0.000000,-0.000000
1780073488.442820,179.999934,0.000000,-0.000000
1780073488.459997,179.999934,0.000000,-0.000000
1780073488.470002,179.999934,0.000000,-0.000000
1780073488.480048,179.999934,0.000000,-0.000000
1780073488.505477,179.999934,0.000000,-0.000000
1780073488.515458,179.999934,0.000000,-0.000000
1780073488.525736,179.999934,0.000000,-0.000000
1780073488.550989,179.999934,0.000000,-0.000000
1780073488.560968,179.999934,0.000000,-0.000000
1780073488.571123,179.999934,0.000000,-0.000000
1780073488.581162,179.999934,0.000000,-0.000000
1780073488.598369,179.999934,0.000000,-0.000000
1780073488.608429,179.999934,0.000000,-0.000000
1780073488.618534,179.999934,0.000000,-0.000000
1780073488.643927,179.999934,0.000000,-0.000000
1780073488.653910,179.999934,0.000000,-0.000000
1780073488.664166,179.999934,0.000000,-0.000000
1780073488.689920,179.999934,0.000000,-0.000000
1780073488.699903,179.999934,0.000000,-0.000000
1780073488.709947,179.999934,0.000000,-0.000000
1780073488.719986,179.999934,0.000000,-0.000000
1780073488.736829,179.999934,0.000000,-0.000000
1780073488.746870,179.999934,0.000000,-0.000000
1780073488.757094,179.999934,0.000000,-0.000000
1780073488.782579,179.999934,0.000000,-0.000000
1780073488.792536,179.999934,0.000000,-0.000000
1780073488.803456,179.999934,0.000000,-0.000000
1780073488.813621,179.999934,0.000000,-0.000000
1780073488.829987,179.999934,0.000000,-0.000000
1780073488.840016,179.999934,0.000000,-0.000000
1780073488.850192,179.999934,0.000000,-0.000000
1780073488.860370,179.999934,0.000000,-0.000000
1780073488.877035,179.999934,0.000000,-0.000000
1780073488.887064,179.999934,0.000000,-0.000000
1780073488.897088,179.999934,0.000000,-0.000000
1780073488.907246,179.999934,0.000000,-0.000000
1780073488.924713,179.999934,0.000000,-0.000000
1780073488.934733,179.999934,0.000000,-0.000000
1780073488.945068,179.999934,0.000000,-0.000000
1780073488.970729,179.999934,0.000000,-0.000000
1780073488.980691,179.999934,0.000000,-0.000000
1780073488.990766,179.999934,0.000000,-0.000000
1780073489.000811,179.999934,0.000000,-0.000000
1780073489.018742,179.999934,0.000000,-0.000000
1780073489.028824,179.999934,0.000000,-0.000000
1780073489.038952,179.999934,0.000000,-0.000000
1780073489.049100,179.999934,0.000000,-0.000000
1780073489.065702,179.999934,0.000000,-0.000000
1780073489.075780,179.999934,0.000000,-0.000000
1780073489.085774,179.999934,0.000000,-0.000000
1780073489.095920,179.999934,0.000000,-0.000000
1780073489.112469,179.999934,0.000000,-0.000000
1780073489.122471,179.999934,0.000000,-0.000000
1780073489.132540,179.999934,0.000000,-0.000000
1780073489.142681,179.999934,0.000000,-0.000000
1780073489.160784,179.999934,0.000000,-0.000000
1780073489.170830,179.999934,0.000000,-0.000000
1780073489.181469,179.999934,0.000000,-0.000000
1780073489.191651,179.999934,0.000000,-0.000000
1780073489.207507,179.999934,0.000000,-0.000000
1780073489.217569,179.999934,0.000000,-0.000000
1780073489.227688,179.999934,0.000000,-0.000000
1780073489.237836,179.999934,0.000000,-0.000000
1780073489.253618,179.999934,0.000000,-0.000000
1780073489.263639,179.999934,0.000000,-0.000000
1780073489.273839,179.999934,0.000000,-0.000000
1780073489.284006,179.999934,0.000000,-0.000000
1780073489.300745,179.999934,0.000000,-0.000000
1780073489.310799,179.999934,0.000000,-0.000000
1780073489.320984,179.999934,0.000000,-0.000000
1780073489.346498,179.999934,0.000000,-0.000000
1780073489.356427,179.999934,0.000000,-0.000000
1780073489.366495,179.999934,0.000000,-0.000000
1780073489.376544,179.999934,0.000000,-0.000000
1780073489.396962,179.999934,0.000000,-0.000000
1780073489.407016,179.999934,0.000000,-0.000000
1780073489.417471,179.999934,0.000000,-0.000000
1780073489.443366,179.999934,0.000000,-0.000000
1780073489.453360,179.999934,0.000000,-0.000000
1780073489.463408,179.999934,0.000000,-0.000000
1780073489.473538,179.999934,0.000000,-0.000000
1780073489.491257,179.999934,0.000000,-0.000000
1780073489.501292,179.999934,0.000000,-0.000000
1780073489.511347,179.999934,0.000000,-0.000000
1780073489.536521,179.999934,0.000000,-0.000000
1780073489.546486,179.999934,0.000000,-0.000000
1780073489.557326,179.999934,0.000000,-0.000000
1780073489.583114,179.999934,0.000000,-0.000000
1780073489.593115,179.999934,0.000000,-0.000000
1780073489.603190,179.999934,0.000000,-0.000000
1780073489.628774,179.999934,0.000000,-0.000000
1780073489.638729,179.999934,0.000000,-0.000000
1780073489.648851,179.999934,0.000000,-0.000000
1780073489.674050,179.999934,0.000000,-0.000000
1780073489.684013,179.999934,0.000000,-0.000000
1780073489.694025,179.999934,0.000000,-0.000000
1780073489.704087,179.999934,0.000000,-0.000000
1780073489.722302,179.999934,0.000000,-0.000000
1780073489.732354,179.999934,0.000000,-0.000000
1780073489.742511,179.999934,0.000000,-0.000000
1780073489.752549,179.999934,0.000000,-0.000000
1780073489.773375,179.999934,0.000000,-0.000000
1780073489.783426,179.999934,0.000000,-0.000000
1780073489.793444,179.999934,0.000000,-0.000000
1780073489.818941,179.999934,0.000000,-0.000000
1780073489.828968,179.999934,0.000000,-0.000000
1780073489.839471,179.999934,0.000000,-0.000000
1780073489.864942,179.999934,0.000000,-0.000000
1780073489.874952,179.999934,0.000000,-0.000000
1780073489.884976,179.999934,0.000000,-0.000000
1780073489.895114,179.999934,0.000000,-0.000000
1780073489.912290,179.999934,0.000000,-0.000000
1780073489.922338,179.999934,0.000000,-0.000000
1780073489.932539,179.999934,0.000000,-0.000000
1780073489.957497,179.999934,0.000000,-0.000000
1780073489.967499,179.999934,0.000000,-0.000000
1780073489.977783,179.999934,0.000000,-0.000000
1780073489.987943,179.999934,0.000000,-0.000000
1780073490.004661,179.999934,0.000000,-0.000000
1780073490.014716,179.999934,0.000000,-0.000000
1780073490.024827,179.999934,0.000000,-0.000000
1780073490.035031,179.999934,0.000000,-0.000000
1780073490.051106,179.999934,0.000000,-0.000000
1780073490.061146,179.999934,0.000000,-0.000000
1780073490.071775,179.999934,0.000000,-0.000000
1780073490.081850,179.999934,0.000000,-0.000000
1780073490.099519,179.999934,0.000000,-0.000000
1780073490.109618,179.999934,0.000000,-0.000000
1780073490.119627,179.999934,0.000000,-0.000000
1780073490.129676,179.999934,0.000000,-0.000000
1780073490.150235,179.999934,0.000000,-0.000000
1780073490.160210,179.999934,0.000000,-0.000000
1780073490.170247,179.999934,0.000000,-0.000000
1780073490.195617,179.999934,0.000000,-0.000000
1780073490.205601,179.999934,0.000000,-0.000000
1780073490.217199,179.999934,0.000000,-0.000000
1780073490.227350,179.999934,0.000000,-0.000000
1780073490.243932,179.999934,0.000000,-0.000000
1780073490.254029,179.999934,0.000000,-0.000000
1780073490.264029,179.999934,0.000000,-0.000000
1780073490.274202,179.999934,0.000000,-0.000000
1780073490.290166,179.999934,0.000000,-0.000000
1780073490.300207,179.999934,0.000000,-0.000000
1780073490.310300,179.999934,0.000000,-0.000000
1780073490.320470,179.999934,0.000000,-0.000000
1780073490.337636,179.999934,0.000000,-0.000000
1780073490.347676,179.999934,0.000000,-0.000000
1780073490.357708,179.999934,0.000000,-0.000000
1780073490.367872,179.999934,0.000000,-0.000000
1780073490.383779,179.999934,0.000000,-0.000000
1780073490.393846,179.999934,0.000000,-0.000000
1780073490.404384,179.999934,0.000000,-0.000000
1780073490.430280,179.999934,0.000000,-0.000000
1780073490.440309,179.999934,0.000000,-0.000000
1780073490.450567,179.999934,0.000000,-0.000000
1780073490.460729,179.999934,0.000000,-0.000000
1780073490.477271,179.999934,0.000000,-0.000000
1780073490.487314,179.999934,0.000000,-0.000000
1780073490.497560,179.999934,0.000000,-0.000000
1780073490.522644,179.999934,0.000000,-0.000000
1780073490.532729,179.999934,0.000000,-0.000000
1780073490.543255,179.999934,0.000000,-0.000000
1780073490.553388,179.999934,0.000000,-0.000000
1780073490.569891,179.999934,0.000000,-0.000000
1780073490.579937,179.999934,0.000000,-0.000000
1780073490.590024,179.999934,0.000000,-0.000000
1780073490.616337,179.999934,0.000000,-0.000000
1780073490.626317,179.999934,0.000000,-0.000000
1780073490.636529,179.999934,0.000000,-0.000000
1780073490.646703,179.999934,0.000000,-0.000000
